"","date","open","high","low","close","log.close","volume"
"314","8/13/1998",21.7667,22.5,21.1667,21.25,1.327358934,24629400
"315","8/14/1998",21.7833,21.8,20.05,20.4667,1.311047824,19410000
"316","8/17/1998",20.1333,20.5333,19.75,19.95,1.2999429,14617800
"318","8/19/1998",21.8833,22.3,21.1667,21.4667,1.331765287,19281600
"322","8/25/1998",22.9,22.9167,21.8,21.9333,1.341103979,14351400
"323","8/26/1998",21.6333,21.7167,21.1333,21.2167,1.326677836,16390800
"324","8/27/1998",20.7333,20.8333,19.8333,19.8333,1.297394981,16027200
"325","8/28/1998",19.9667,20.15,17.2167,17.65,1.24674471,39036000
"326","8/31/1998",17.5667,17.9333,13.855,13.9583,1.144832528,41000400
"330","9/4/1998",14.4483,15,13.6667,14.375,1.157607853,17812200
"331","9/8/1998",15.6667,15.7917,15,15.375,1.186815124,21936600
"332","9/9/1998",14.9167,15.3967,13.8967,14.0833,1.148704431,17896200
"334","9/11/1998",13.0633,13.48,12.25,12.6767,1.103006213,23612400
"335","9/14/1998",13.3967,13.4167,12.25,12.2817,1.089258485,15060000
"338","9/17/1998",13.4067,13.9167,12.75,12.8333,1.108338347,42457800
"341","9/22/1998",14.7083,15.25,14.605,14.6983,1.167267107,30305400
"343","9/24/1998",17.85,19.4833,16.9167,17.0167,1.230875342,51124200
"345","9/28/1998",19.4,20,18.65,19.2667,1.284807335,38604600
"346","9/29/1998",19.55,19.9333,18.5833,18.85,1.275311355,38335800
"348","10/1/1998",18,18.5,16.6667,17.1,1.23299611,34392000
"350","10/5/1998",18.15,18.5,16.8333,17.45,1.241795431,24496200
"351","10/6/1998",18.5833,18.7167,17.3333,18.05,1.256477206,28171800
"352","10/7/1998",17.1,17.4667,15.2083,15.5733,1.19238065,42834000
"355","10/12/1998",16.1883,16.8333,15.5,15.5317,1.191218993,21817200
"356","10/13/1998",15.3017,15.8967,15.105,15.23,1.182699903,10685400
"361","10/20/1998",18.1333,18.75,17.7667,17.8,1.250420002,19167600
"366","10/27/1998",20.6833,21,19.35,19.3833,1.287427717,20164200
"369","10/30/1998",21.1,21.6333,20.7667,21.0667,1.323596511,21182400
"371","11/3/1998",21.85,22.1833,20.9667,21.0167,1.322564525,18388200
"372","11/4/1998",21.9,22,21.1,21.6333,1.335122773,20383200
"374","11/6/1998",21,21.3833,20.6667,20.7667,1.317367489,18894000
"377","11/11/1998",22.2667,22.3833,20.8833,21.1,1.324282455,16463400
"379","11/13/1998",21.9833,22.25,20.95,21.3,1.328379603,8940600
"380","11/16/1998",21.4167,21.65,20.5833,21.05,1.3232521,11897400
"383","11/19/1998",28.5,29.2333,25.5,25.55,1.407390904,38895600
"386","11/24/1998",37.3333,38.85,34.1667,35.75,1.553276046,81675600
"387","11/25/1998",36.0833,37.25,34.1667,35.0517,1.544709086,27522600
"388","11/27/1998",36.2167,36.3333,35.5,36.1,1.557507202,9586800
"389","11/30/1998",36.6,36.7167,31.9667,32,1.505149978,29752200
"391","12/2/1998",34.4833,34.5833,32.9333,33.25,1.52179165,29649000
"392","12/3/1998",33.1833,34.0833,30.8333,31.5833,1.499457506,21836400
"393","12/4/1998",32.5833,32.8333,30.4167,31.4167,1.497160565,22257600
"394","12/7/1998",32.1667,32.3333,30.85,31.8333,1.502881662,15774000
"397","12/10/1998",36.2667,37.3333,34.9333,35.5167,1.550432607,30361800
"405","12/22/1998",54.4833,54.8333,51.4333,53.7333,1.730243513,31760400
"406","12/23/1998",54.6667,55,53.1833,54.1667,1.733732378,14563800
"409","12/29/1998",58.3333,58.35,54.75,55.3833,1.74337883,24607800
"410","12/30/1998",55.5,57.2167,50.65,53.55,1.728759475,32583600
"416","1/8/1999",92.5,99.55,76,80.15,1.903903527,66662200
"418","1/12/1999",90.25,91,79.5,81.7,1.912222057,24443200
"420","1/14/1999",75,79.65,68,69,1.838849091,20912400
"422","1/19/1999",75.25,75.25,68.15,69.9,1.844477176,11405400
"423","1/20/1999",67.55,68.5,54.9,56.5,1.752048448,30535200
"426","1/25/1999",60.75,61.7,55,56.2,1.749736316,27323800
"428","1/27/1999",67,69.9,60.05,62.8,1.797959644,35022600
"429","1/28/1999",63.2,64.4,60.15,61.45,1.788521887,23750600
"430","1/29/1999",60.8,60.8,57.5,58.45,1.766784515,16396000
"431","2/1/1999",58.9,61.15,57.5,57.95,1.76305344,12781000
"432","2/2/1999",58.2,58.2,54.25,55.15,1.741545517,13048600
"434","2/4/1999",62.65,63.4,58.15,59,1.770852012,11649600
"435","2/5/1999",58.5,61.45,56.15,57.95,1.76305344,8566000
"436","2/8/1999",57.2,57.55,52.9,54.55,1.736794755,12598200
"437","2/9/1999",53.95,54,49.97,50,1.698970004,12826000
"438","2/10/1999",49.125,51.7,47.5,48.72,1.68770728,13205000
"440","2/12/1999",54,54.95,51.8,52.25,1.718086295,7765400
"441","2/16/1999",53.45,54.25,48.5,49.315,1.692979037,7779800
"442","2/17/1999",49.22,51.05,46.25,46.75,1.669781615,9668600
"443","2/18/1999",48.25,48.25,42.125,44.75,1.65079304,21562600
"447","2/24/1999",58.8,61.1,55.15,55.45,1.74390155,24786400
"451","3/2/1999",67.2,67.9,60.55,60.65,1.782830805,16603200
"452","3/3/1999",61.9,63.75,60.15,61.75,1.790636962,15528800
"453","3/4/1999",62.75,63.5,57.95,60.05,1.778513012,17887400
"454","3/5/1999",61.95,62.25,59.2,60.75,1.783546282,12176200
"458","3/11/1999",69.9,71.4,65.5,67.45,1.828981954,16252200
"459","3/12/1999",67,67.7,64.3,66.65,1.823800154,9332600
"461","3/16/1999",69.5,70.2,66.4,66.9,1.825426118,7534400
"462","3/17/1999",65.65,66.75,64.15,65.5,1.8162413,7867400
"464","3/19/1999",70.95,71.55,67.5,67.55,1.829625353,10725200
"465","3/22/1999",66.6,68.25,65.25,66,1.819543936,6598400
"466","3/23/1999",64.3,64.95,59,59.7,1.775974331,11216800
"469","3/26/1999",70,73.9,68.7,69.55,1.842297134,24922000
"470","3/29/1999",75,75.75,74,74.8,1.873901598,18888000
"473","4/1/1999",89.8,90.05,83.75,85.5,1.931966115,11573200
"475","4/6/1999",92.25,97.9,89.75,91.45,1.96118371,14531800
"476","4/7/1999",93.3,93.65,85.65,87.9,1.943988875,13166600
"480","4/13/1999",93.4,96,89.15,89.2,1.950364854,8038800
"481","4/14/1999",91,92.25,83.3,84,1.924279286,9952800
"484","4/19/1999",94.5,94.5,77.5,79.45,1.900093902,28369800
"489","4/26/1999",104.5,107.95,102,103.6,2.015359755,13985000
"490","4/27/1999",108.5,110.65,101,102.95,2.012626351,17895400
"491","4/28/1999",100,101,91.2,96.75,1.985650974,19473800
"492","4/29/1999",86,88.55,82.5,84.15,1.92505412,42208400
"493","4/30/1999",88.5,90,82.5,86.05,1.934750875,17776400
"494","5/3/1999",83.45,83.55,75.05,75.45,1.877659244,26186400
"495","5/4/1999",76.3,80.25,70.25,71.5,1.854306042,21696400
"497","5/6/1999",74,75.5,67.9,68.7,1.836956737,18284400
"498","5/7/1999",70.4,72,65.5,68.2,1.833784375,16654000
"500","5/11/1999",75.35,76.95,72,74.2,1.870403905,13941400
"501","5/12/1999",74.05,74.3,70.5,71.45,1.854002233,7327400
"502","5/13/1999",72.2,73.95,68,68,1.832508913,11499000
"503","5/14/1999",66.55,67.4,64.9,66.2,1.820857989,11266800
"505","5/18/1999",68.2,68.75,65.45,66.3,1.821513528,12407800
"507","5/20/1999",68.4,69,65.25,65.4,1.815577748,6894000
"508","5/21/1999",65.4,66,62.9,64.3,1.808210973,8005600
"509","5/24/1999",64.3,64.7,58,58.75,1.769007871,14253800
"510","5/25/1999",58.65,60.55,55.7,55.8,1.746634199,15510200
"512","5/27/1999",59.8,60.3,57,57.3,1.758154622,13573400
"514","6/1/1999",55.75,57.5,52.5,52.9,1.723455672,20076400
"516","6/3/1999",56.95,57.25,52.25,52.55,1.72057272,17311600
"519","6/8/1999",60,60.7,55.2,55.8,1.746634199,13844400
"522","6/11/1999",57.55,58.5,52.4,53.15,1.725503269,13886600
"523","6/14/1999",51.95,52.25,44.875,46,1.662757832,20764600
"527","6/18/1999",55.95,57.25,54.75,55.65,1.745465169,7972000
"529","6/22/1999",61.6,64.75,58.25,58.75,1.769007871,16729400
"531","6/24/1999",59.05,59.4,56.5,56.8,1.754348336,8355200
"532","6/25/1999",58.2,58.75,54.05,55.1,1.741151599,9751800
"533","6/28/1999",55.5,55.95,51.2,55.35,1.743117625,16871800
"536","7/1/1999",62.65,63.25,59,61.2,1.786751422,14382800
"538","7/6/1999",64,66.65,62.75,63.45,1.802431626,14886200
"539","7/7/1999",63.05,63.75,60,60.95,1.78497371,9988000
"540","7/8/1999",62.8,63.75,60.65,62.7,1.797267541,10624400
"541","7/9/1999",63.05,63.9,62.05,62.75,1.79761373,5581800
"542","7/12/1999",62.5,62.75,58,58.7,1.768638101,10653200
"546","7/16/1999",69.4,71.25,68.05,68.8,1.837588438,10297400
"547","7/19/1999",68,68.3,65.75,65.85,1.818555779,9438400
"548","7/20/1999",64.55,64.7,60.05,60.05,1.778513012,17221800
"550","7/22/1999",58.3,58.55,52.4,53.4,1.727541257,57547200
"552","7/26/1999",55.2,57.6,52.5,52.95,1.723865964,30627600
"553","7/27/1999",54.5,55.2,50.05,50.5,1.703291378,23769800
"555","7/29/1999",51.2,52.2,50,50.8,1.705863712,18748000
"556","7/30/1999",51.05,51.4,48.75,50.05,1.699404082,12057000
"557","8/2/1999",49.19,51.05,46.97,47,1.672097858,16967800
"558","8/3/1999",48.5,48.5,44.815,47.44,1.67614468,29139000
"559","8/4/1999",46.875,48.19,44,44.22,1.645618738,22411400
"561","8/6/1999",48.315,49.75,44.625,44.78,1.651084089,21218800
"562","8/9/1999",45.69,49,42.28,42.75,1.630936119,13041400
"564","8/11/1999",46.19,47.625,42.595,45.47,1.657724954,25655000
"569","8/18/1999",57.55,58.75,56.25,56.55,1.752432609,28415400
"570","8/19/1999",55.4,55.6,52.55,52.55,1.72057272,18285000
"575","8/26/1999",66.5,67.8,63.75,64.3,1.808210973,19244200
"576","8/27/1999",65.25,65.25,62.5,64.25,1.807873132,12922800
"577","8/30/1999",63.8,65,58.95,59.65,1.775610448,18494400
"579","9/1/1999",63.5,63.5,58.75,59.55,1.774881766,21961600
"581","9/3/1999",63.75,64,60.81,62.44,1.795462894,16435900
"582","9/7/1999",63.81,64.25,62.13,62.94,1.798926739,9008700
"583","9/8/1999",62,63.25,60.94,61.44,1.788451207,6976000
"586","9/13/1999",65.63,66,62.5,63.31,1.801472314,7747600
"588","9/15/1999",67.75,67.94,65,65.56,1.816638945,7817300
"590","9/17/1999",65.63,66,62.75,63.81,1.804888745,7239500
"591","9/20/1999",63.69,65,62.69,62.75,1.79761373,5957100
"594","9/23/1999",67,68.75,61.23,62.25,1.794139356,14373600
"596","9/27/1999",66.19,67.88,61.88,62.56,1.79629674,14383100
"601","10/4/1999",79.44,79.75,75.75,77.06,1.886829005,9757400
"606","10/11/1999",89.13,89.38,86.75,88.38,1.946353997,6692400
"607","10/12/1999",87.69,88.5,84.88,84.94,1.929112257,7231400
"608","10/13/1999",82.5,85,79.56,79.94,1.902764144,11561800
"609","10/14/1999",80.5,83.38,78.44,79.59,1.900858505,12713000
"610","10/15/1999",75.88,77.06,73.94,75.06,1.87540856,12186900
"611","10/18/1999",75.06,76.5,71.06,74.06,1.869583708,10793800
"612","10/19/1999",77.63,78.25,75.63,76.63,1.884398826,7780000
"615","10/22/1999",81.44,83.63,78,78.63,1.895588276,7304800
"617","10/26/1999",83.13,84.31,80.13,81.25,1.90982337,7711500
"618","10/27/1999",79.38,79.38,74.81,75.94,1.880470593,12835200
"620","10/29/1999",72.75,72.81,69.25,70.63,1.848989206,9688800
"622","11/2/1999",69.75,70,65.06,66.44,1.822429624,13243200
"623","11/3/1999",68.19,68.5,65,65.81,1.818291891,10772100
"624","11/4/1999",67.19,67.19,61,63.06,1.799753966,16759200
"627","11/9/1999",80.88,83.06,70,70.81,1.850094594,26477100
"629","11/11/1999",74.75,75,71.38,73,1.86332286,9293900
"631","11/15/1999",75.63,76,73.31,73.5,1.866287339,6437200
"633","11/17/1999",77.94,80,75.44,76.5,1.883661435,6657400
"640","11/29/1999",95.5,96.88,90.13,90.44,1.956360554,18053700
"641","11/30/1999",88.27,88.88,83.81,85.06,1.929725378,13465500
"642","12/1/1999",87.25,87.63,81.97,85,1.929418926,10663600
"644","12/3/1999",92.5,93.38,86.06,86.56,1.937317248,11151200
"646","12/7/1999",88,88,84.38,86.06,1.934801342,6727100
"649","12/10/1999",111.4,112,104.4,106.7,2.028164419,14929000
"650","12/13/1999",106.6,106.6,101.5,102.5,2.010723865,8653700
"651","12/14/1999",103.8,104,95,95.63,1.980594156,10107900
"653","12/16/1999",98.25,98.75,93.5,94.88,1.977174676,7004400
"654","12/17/1999",97.19,97.63,93.81,94.06,1.973404974,5955900
"655","12/20/1999",97.75,101.6,95.06,97,1.986771734,10566600
"657","12/22/1999",100.6,100.6,95.5,97.69,1.98985011,5921000
"658","12/23/1999",98,99,89.06,90,1.954242509,12914600
"659","12/27/1999",87.75,88.25,80.13,81.13,1.909181476,16523800
"660","12/28/1999",83.06,86.5,81.56,82.31,1.915452602,10304300
"662","12/30/1999",84.63,85.13,78.5,79.06,1.89795681,9256600
"663","12/31/1999",79.31,79.38,76,76.13,1.88155583,7270700
"665","1/4/2000",85.38,91.5,81.75,81.94,1.91349596,17487400
"667","1/6/2000",71.31,72.69,64,65.56,1.816638945,18752000
"669","1/10/2000",72.56,72.63,65.56,69.19,1.840043331,14757900
"670","1/11/2000",66.88,70,65,66.75,1.82445127,10532700
"671","1/12/2000",67.88,68,63,63.56,1.803183889,10804500
"673","1/14/2000",66.75,68.5,64,64.25,1.807873132,6853600
"676","1/20/2000",66.94,67,63.94,64.75,1.811239773,5978000
"677","1/21/2000",64.63,64.63,60,62.06,1.792811771,11461900
"679","1/25/2000",70,71.25,66,69.25,1.840419778,9434100
"680","1/26/2000",68.63,70,64.75,64.81,1.811642021,6558000
"682","1/28/2000",65,66.44,60,61.69,1.79021477,13777900
"684","2/1/2000",67.5,70.63,64.38,67.44,1.828917562,13404600
"687","2/4/2000",82.75,82.75,78,78.56,1.895201475,11023000
"688","2/7/2000",76.19,76.88,73.13,75,1.875061263,10129000
"690","2/9/2000",80.55,83.73,80.02,80.25,1.904445041,9580400
"691","2/10/2000",78.5,79.88,75.5,76.19,1.881897974,9979600
"692","2/11/2000",77.13,79.13,75.5,76.19,1.881897974,8309000
"693","2/14/2000",75.69,75.75,73.56,74.44,1.871806364,5169700
"695","2/16/2000",72.75,73.44,70.63,70.69,1.849357982,4260200
"696","2/17/2000",71.25,71.31,68,69,1.838849091,6129600
"697","2/18/2000",68.44,69,63.88,64.75,1.811239773,8726400
"698","2/22/2000",64.94,66.5,63.06,63.56,1.803183889,5685800
"700","2/24/2000",70.56,71.38,65.63,68.44,1.835310001,5869300
"702","2/28/2000",66.56,67.19,64.13,65.75,1.817895757,5057700
"704","3/1/2000",67.63,68.5,65,65.88,1.81875359,5576700
"705","3/2/2000",64.94,65,62.19,62.56,1.79629674,7980100
"706","3/3/2000",63.25,64.75,62.06,62.5,1.795880017,6059500
"708","3/7/2000",64.88,65.81,62.13,63.5,1.802773725,4178800
"711","3/10/2000",67.25,68.53,65,66.88,1.825296264,3713500
"713","3/14/2000",66.06,66.94,63.38,65.63,1.817102404,4805300
"714","3/15/2000",64.75,65.13,62,63.75,1.804480189,6082700
"716","3/17/2000",66.06,66.38,64.5,64.81,1.811642021,5298500
"719","3/22/2000",70.88,74,69.25,70.69,1.849357982,11566400
"720","3/23/2000",69.5,70.94,67.5,67.69,1.830524514,5442100
"721","3/24/2000",74.62,75.25,71.31,72.69,1.861474669,9746000
"723","3/28/2000",72.38,72.75,69.47,70.13,1.845903839,5197600
"724","3/29/2000",69.5,69.88,65,66.25,1.821185883,5886500
"727","4/3/2000",65.44,65.69,62,63.56,1.803183889,4865400
"732","4/10/2000",67.25,68.44,63.25,63.38,1.801952235,4523600
"734","4/12/2000",64,64.38,56.25,56.38,1.751125072,8695500
"735","4/13/2000",57.88,58.75,47.94,48,1.681241237,10679000
"736","4/14/2000",47.88,52.38,40.81,46.88,1.670987603,20074500
"739","4/19/2000",55.31,55.31,51.69,53.44,1.727866449,5373800
"740","4/20/2000",53.38,53.69,49.88,52.38,1.719165494,4925300
"747","5/2/2000",59.19,60,55.88,56.13,1.749195042,7427900
"748","5/3/2000",55.25,56.56,53,54.13,1.733438027,5424800
"751","5/8/2000",56.81,59.25,55.44,56.02,1.748343104,3950000
"752","5/9/2000",56.5,57.75,53,56.25,1.750122527,4551800
"753","5/10/2000",54.53,55.38,49,53.31,1.726808683,8711500
"755","5/12/2000",54.69,56.5,53.13,53.75,1.730378469,3969600
"759","5/18/2000",60.38,60.88,55.13,55.38,1.743352951,4727000
"760","5/19/2000",54.63,55.75,52.25,52.63,1.72123337,4610900
"761","5/22/2000",53,53.13,46.88,51.88,1.714999967,8272800
"762","5/23/2000",50.5,51.88,46.5,46.69,1.669223874,5837200
"764","5/25/2000",49.5,50,45.5,45.5,1.658011397,4919500
"767","5/31/2000",50.75,52.25,49.63,49.94,1.698448538,6882000
"770","6/5/2000",55.03,56.25,52.5,54.5,1.736396502,6813200
"771","6/6/2000",54,54.56,50.25,50.56,1.703807065,4853100
"772","6/7/2000",51.88,52.19,50.13,51.81,1.714413592,3841200
"773","6/8/2000",52.56,53.44,51.63,51.88,1.714999967,3040300
"775","6/12/2000",52.19,52.19,47,48.44,1.685204134,3986000
"777","6/14/2000",49.31,49.88,46,46.44,1.666892211,5020500
"778","6/15/2000",47,47.94,45.31,46.31,1.665674781,3554700
"779","6/16/2000",47.25,47.44,45.38,46,1.662757832,3070900
"780","6/19/2000",45.5,45.88,43.5,45.31,1.656194062,5151500
"783","6/22/2000",46.19,46.44,41.63,42,1.62324929,10516100
"784","6/23/2000",36.63,37,32.47,33.88,1.529943402,51838200
"785","6/26/2000",35.31,35.33,32.81,33.94,1.530711838,21076400
"789","6/30/2000",37,37.25,35.5,36.31,1.560026249,6451900
"791","7/5/2000",37,38.5,36.38,36.5,1.562292864,4213600
"792","7/6/2000",36.88,37.38,34.75,36.06,1.557025722,6767100
"794","7/10/2000",36.38,36.38,35,35.06,1.544811912,4240600
"795","7/11/2000",35.19,35.25,32.63,33.13,1.520221436,9896500
"796","7/12/2000",35.44,36.13,34.25,35.06,1.544811912,11265900
"797","7/13/2000",35.63,36,34.88,35,1.544068044,8597500
"799","7/17/2000",42.88,43.94,40.25,41.13,1.61415871,6530000
"801","7/19/2000",41.5,41.56,39,40.88,1.611510887,4743700
"802","7/20/2000",40.94,43.38,39.5,40.31,1.605412798,6945700
"804","7/24/2000",41.06,41.38,38.06,38.75,1.588271707,5778200
"807","7/27/2000",31.44,32,29.75,31.38,1.496652939,23579300
"808","7/28/2000",31.44,32.13,29,30,1.477121255,12447000
"810","8/1/2000",30.63,32.25,30.25,30.25,1.480725379,8156400
"815","8/8/2000",33.25,33.38,32.44,32.94,1.517723595,5050600
"816","8/9/2000",32.38,32.38,30.38,30.88,1.489677292,8874400
"817","8/10/2000",31.5,31.75,29.75,30.44,1.483444648,6073000
"823","8/18/2000",39.25,40.13,38.94,39,1.591064607,7371100
"824","8/21/2000",39.09,39.88,36.5,37.5,1.574031268,4037500
"825","8/22/2000",38.13,38.19,36.06,36.5,1.562292864,3508200
"827","8/24/2000",39.56,40.5,38.81,39.38,1.595275712,4719000
"832","8/31/2000",43.13,43.19,41.44,41.5,1.618048097,4616300
"833","9/1/2000",42.13,42.5,41,41.5,1.618048097,3347100
"835","9/6/2000",47.25,49.63,45.69,45.88,1.661623409,14263200
"836","9/7/2000",46.81,47,43,43.5,1.638489257,7406200
"837","9/8/2000",44.06,45,42.5,42.94,1.63286204,5088900
"838","9/11/2000",42.63,45.22,42.19,42.38,1.627160952,5447100
"839","9/12/2000",43.38,44.19,42.25,42.69,1.630326155,3821500
"842","9/15/2000",45.38,45.44,42.88,43.63,1.639785213,6180200
"843","9/18/2000",43.5,44.63,41.88,42.81,1.631545228,4445200
"844","9/19/2000",42.06,42.75,39.13,40.75,1.610127613,7230800
"845","9/20/2000",40.44,40.5,37.38,37.5,1.574031268,9744800
"848","9/25/2000",41.22,42.56,40,40.38,1.606166315,5459900
"849","9/26/2000",40.63,41.13,39.56,39.75,1.599337133,4260400
"850","9/27/2000",38.69,39.63,35.5,37.88,1.57840997,10030900
"852","9/29/2000",39,41.25,37.63,38.44,1.584783379,6517100
"853","10/2/2000",38.19,38.44,35.25,35.88,1.554852434,5477700
"854","10/3/2000",36.75,37.25,35,35.06,1.544811912,5379900
"856","10/5/2000",35.19,36.63,32,33.56,1.525821952,6966300
"857","10/6/2000",32.5,33.25,30.19,31.56,1.499136995,8871100
"858","10/9/2000",30.25,30.56,27.38,30.06,1.477988976,12727500
"860","10/11/2000",27.94,30.25,27.63,27.81,1.444200989,7889700
"861","10/12/2000",28.38,28.81,24.63,25.13,1.400192489,8032600
"863","10/16/2000",28.13,28.31,24.13,24.31,1.385784959,7147700
"864","10/17/2000",24.88,25.19,20.88,21.94,1.341236623,15140500
"869","10/24/2000",29.88,33.88,28.81,29.56,1.47070443,13676600
"870","10/25/2000",34,36.5,31.75,31.88,1.503518313,28572900
"873","10/30/2000",33.06,34.38,30.27,32.88,1.516931809,12510200
"877","11/3/2000",39,40.88,36.88,37.56,1.574725584,5962400
"878","11/6/2000",38.56,38.63,34.75,36.56,1.563006187,6444600
"880","11/8/2000",36,37,33.25,33.88,1.529943402,5835300
"881","11/9/2000",32.69,33,29.88,31.25,1.494850022,7169600
"882","11/10/2000",30.75,31.88,30,30.06,1.477988976,5255600
"883","11/13/2000",28.81,30.11,27.44,27.81,1.444200989,8377500
"886","11/16/2000",28.69,30.5,27.75,27.81,1.444200989,4134800
"887","11/17/2000",28,29.63,26.88,27.44,1.438384107,4996000
"888","11/20/2000",26,27.94,25,25.81,1.411788005,6438300
"889","11/21/2000",26.63,26.88,23.63,24.25,1.384711743,6197500
"892","11/27/2000",29.75,30.75,27,28,1.447158031,6411400
"893","11/28/2000",26,26.19,24.63,25.03,1.39846085,11327500
"895","11/30/2000",24.75,26.19,22.88,24.69,1.39252109,13123500
"896","12/1/2000",24.94,26.75,23,24.63,1.391464412,7757400
"898","12/5/2000",27.13,27.63,24.75,25.38,1.404491618,9969900
"899","12/6/2000",24.69,26,23.63,23.63,1.373463722,8825800
"900","12/7/2000",23.06,23.44,20.13,21.38,1.330007701,10647500
"904","12/13/2000",26.56,26.63,23.5,23.75,1.375663614,6281800
"905","12/14/2000",24.06,24.69,22.59,22.69,1.355834496,7020800
"907","12/18/2000",20.75,21.19,18.94,19.88,1.29841638,16035200
"908","12/19/2000",20.31,20.88,17.38,18.25,1.261262869,13218500
"910","12/21/2000",16.38,17.75,14.88,15.19,1.181557774,8851400
"915","12/29/2000",16.75,17.13,15,15.56,1.192009593,9849700
"916","1/2/2001",15.81,16,13.63,13.88,1.142389466,9203500
"918","1/4/2001",17,17.56,15.44,15.5,1.190331698,10620500
"919","1/5/2001",15.5,15.88,13.56,14.56,1.163161375,8798800
"925","1/16/2001",18.31,18.38,17.25,18.06,1.256717746,6017000
"926","1/17/2001",18.88,19.56,17.75,18.38,1.264345507,9166000
"928","1/19/2001",20.38,20.38,18.69,19.94,1.299725154,6177500
"929","1/22/2001",19.5,19.94,18.5,18.5,1.267171728,4398600
"932","1/25/2001",21.69,21.75,19,19,1.278753601,7066400
"935","1/30/2001",20.56,20.69,18.67,18.94,1.277379975,12273300
"936","1/31/2001",18.94,19.56,17.06,17.31,1.238297068,20475800
"937","2/1/2001",17.19,17.19,15.75,16.25,1.210853365,9468700
"938","2/2/2001",16.13,16.19,14.25,14.38,1.157758886,12101100
"939","2/5/2001",14.63,14.94,14.31,14.44,1.159567193,9189800
"941","2/7/2001",15.19,15.81,14.56,15,1.176091259,7567900
"942","2/8/2001",15.31,15.88,14.38,14.38,1.157758886,5295200
"943","2/9/2001",14.31,14.75,13.38,13.38,1.126456113,7454000
"945","2/13/2001",15,15.06,13.75,13.75,1.138302698,4795400
"949","2/20/2001",13.63,13.69,12.44,12.5,1.096910013,6589100
"950","2/21/2001",12.25,12.5,11.31,11.94,1.077004327,7552600
"951","2/22/2001",12,12.13,11.38,11.94,1.077004327,8249200
"952","2/23/2001",11.88,12.06,11.06,11.81,1.072249898,5149900
"953","2/26/2001",12.06,12.25,11.5,11.94,1.077004327,6229100
"954","2/27/2001",11.81,12.13,11.63,11.75,1.070037867,7732600
"955","2/28/2001",11.25,11.75,9.938,10.19,1.008174184,14629800
"957","3/2/2001",10.03,10.63,10,10,1,7545600
"959","3/6/2001",13.08,14,11.25,11.88,1.074816441,23191500
"961","3/8/2001",11.94,12,11.63,11.69,1.067814511,4957600
"963","3/12/2001",11.38,11.69,10.5,10.63,1.026533265,5716500
"966","3/15/2001",11.38,11.44,10.81,10.88,1.036628895,5824900
"968","3/19/2001",11.19,11.31,10.13,10.5,1.021189299,6774500
"969","3/20/2001",10.56,11.5,10.13,10.25,1.010723865,6294700
"970","3/21/2001",10.38,10.44,10,10,1,5506600
"972","3/23/2001",10.56,10.81,9.938,10.19,1.008174184,3754400
"975","3/28/2001",11.1,11.16,10.75,10.8,1.033423755,3386900
"976","3/29/2001",10.57,11.03,10,10,1,4638400
"978","4/2/2001",10.33,10.53,8.5,9.1,0.959041392,8803900
"979","4/3/2001",8.71,9.15,8.5,8.63,0.936010796,4865700
"980","4/4/2001",8.57,9,8.1,8.4,0.924279286,5708100
"982","4/6/2001",8.9,8.9,8.2,8.37,0.922725458,5281100
"983","4/9/2001",11.84,11.9,10.7,11.18,1.048441804,23405700
"987","4/16/2001",14.5,14.54,13.65,14.03,1.147057671,6310100
"990","4/19/2001",16.9,16.9,15.69,15.99,1.203848464,8742600
"992","4/23/2001",16.39,17.46,16.02,16.2,1.209515015,11689600
"993","4/24/2001",16.44,16.8,15.48,15.68,1.195346058,7082600
"995","4/26/2001",16.25,16.5,15,15.43,1.188365926,5960600
"996","4/27/2001",15.72,15.73,15.02,15.27,1.183839037,4446000
"999","5/2/2001",17.14,17.43,16.84,17.11,1.23325001,7497200
"1000","5/3/2001",16.83,17,16.25,16.75,1.224014811,5010000
"1002","5/7/2001",17.36,17.53,16.51,16.92,1.228400359,5083700
"1003","5/8/2001",16.28,16.49,15.6,16.18,1.208978517,7191500
"1004","5/9/2001",15.55,15.66,15,15.01,1.176380692,4671000
"1005","5/10/2001",15.4,15.64,14.6,14.62,1.164947373,5012600
"1007","5/14/2001",14.53,14.53,13.16,13.33,1.124830149,6194200
"1011","5/18/2001",14.83,15,14.5,14.72,1.16790781,5071800
"1013","5/22/2001",16.79,17,15.9,16.25,1.210853365,7309000
"1014","5/23/2001",16.2,16.8,15.12,15.6,1.193124598,8926500
"1018","5/30/2001",16.54,17,15.62,15.66,1.194791758,8851400
"1020","6/1/2001",17.22,17.31,16.39,16.95,1.229169703,6468600
"1021","6/4/2001",17.32,17.4,16.15,16.91,1.228143608,6141000
"1022","6/5/2001",17.06,17.92,16,16.44,1.215901813,12758100
"1023","6/6/2001",16.67,16.72,15.48,15.99,1.203848464,9736100
"1025","6/8/2001",16.25,16.33,15.65,15.7,1.195899652,2508300
"1026","6/11/2001",15.5,15.55,14.45,14.86,1.172018809,4971000
"1028","6/13/2001",14.96,15.15,14.11,14.12,1.149834697,3784400
"1029","6/14/2001",14.12,14.12,13.16,13.29,1.123524981,5088300
"1030","6/15/2001",13.01,13.46,12.3,12.49,1.096562438,7671600
"1031","6/18/2001",12.45,12.7,11.67,11.83,1.072984745,5717100
